label,x,y
3,74.2666,-4.84989
7,-15.5319,89.2915
0,-33.1624,-52.8286
9,-1.65393,13.7667
6,11.4725,-91.2336
6,19.9066,-62.2293
9,-28.5209,38.086
5,3.34214,-31.6859
4,-49.6201,-11.3629
6,21.0327,-50.5835
9,-16.7148,31.4934
3,67.5429,18.3127
5,48.4821,-35.5816
4,-25.1371,-29.6183
2,39.6292,85.6253
4,-67.3316,8.84717
8,28.9903,0.521757
7,-37.8224,81.7197
7,-23.9995,54.3004
5,10.6247,-33.6879
8,28.6615,0.421651
8,42.4028,-8.64778
8,37.2739,36.6473
2,45.1863,63.615
6,10.3201,-107.698
9,-30.2331,27.3596
3,82.8467,-21.0024
1,-71.2995,30.0876
0,-52.3428,-81.8592
4,-58.7263,-1.27257
1,-68.0242,44.4507
5,21.6816,-28.4822
9,-30.5251,18.7209
0,-34.6513,-53.4116
6,18.6613,-93.653
2,50.7152,71.1287
1,4.40352,15.1859
3,-14.2084,50.031
0,-11.9597,-71.2311
6,41.8775,-79.2587
0,-54.4472,-53.4056
0,-13.9287,-74.6612
8,26.2906,-11.9459
3,63.9603,-12.6533
2,53.5123,76.1713
0,-19.1414,-69.9019
0,-12.3959,-50.0185
6,13.1099,-72.612
0,-44.7801,-80.2308
0,-55.2926,-67.4596
4,-29.3968,-27.6177
7,-5.05788,64.4526
2,30.0415,75.8382
7,-31.3371,79.7607
1,-84.9752,-32.2813
9,-24.5058,34.7228
9,-18.5506,35.9678
3,85.766,-8.39941
9,-24.6568,26.8066
8,45.9649,-3.66351
4,-22.2917,2.86821
6,20.717,-52.97
6,9.7842,-52.4457
5,12.4133,-27.2987
3,73.8017,-2.64133
8,21.0682,28.6413
1,-81.7345,14.3316
8,33.6758,5.79805
7,-9.01804,60.5391
1,-84.0629,30.3321
3,86.0694,-15.4705
7,3.67701,61.9356
6,30.1269,-80.583
3,93.0302,17.9389
6,14.9217,-107.938
3,88.277,5.76416
6,15.0922,-105.583
3,91.3827,8.83704
2,49.1044,62.1791
3,61.4916,11.0792
2,25.0278,50.3428
2,65.1986,54.4983
7,1.53203,37.7162
9,-14.2264,10.2337
2,61.6313,43.7197
3,99.3038,15.8493
2,32.2892,87.1292
7,-28.9624,78.7152
5,34.9586,-40.1114
5,2.8511,-22.3476
8,31.5116,33.7095
8,15.7518,0.747086
2,58.6601,49.5625
0,-48.5302,-73.948
1,-78.6086,53.3914
4,-60.4199,-11.2096
0,-9.21996,-53.9653
6,5.32889,-102.254
3,78.1813,-18.5659
7,-12.9971,50.7169
1,-76.0493,50.5014
1,-93.1839,-31.9869
1,-78.6088,21.0648
4,-46.0887,-11.8618
7,-3.87568,70.1907
0,-28.2774,-81.9069
2,56.9918,58.1656
9,-15.0097,25.4387
2,62.5764,46.8329
0,-44.0873,-67.3192
5,18.6562,-39.8729
6,5.78738,-70.155
0,-22.4649,-63.0678
8,35.5649,6.49384
9,-0.459494,-7.7971
6,9.65014,-80.4684
2,66.1216,54.0733
0,-31.7139,-82.6518
0,-13.8127,-74.278
7,-4.15609,61.0517
2,47.8916,78.8594
0,-31.3786,-69.6269
4,-40.4182,-26.6893
2,58.0274,41.2012
0,-21.8343,-73.0089
9,-8.85946,11.7174
1,-71.2986,28.9865
6,34.9093,-90.3166
9,-16.0545,19.6417
3,56.5808,-18.6494
0,-38.8242,-85.634
0,-43.3826,-80.0038
2,58.9092,48.9283
0,-42.1909,-81.6066
6,29.5151,-71.3882
8,21.8135,20.5974
4,-59.1016,2.03255
0,-15.0335,-67.0477
7,-21.2559,51.9144
2,33.6323,51.2129
1,-81.5292,-35.449
9,-36.1476,28.5399
5,55.6888,-29.2557
2,46.0894,87.8478
4,-19.5838,-10.5167
8,37.9446,15.1207
5,34.699,-28.373
2,31.3373,84.6469
9,-6.2473,5.44968
7,-21.1478,72.4319
9,-50.3533,44.2913
2,28.0694,59.5017
9,-11.518,13.995
7,-6.81523,37.564
4,-29.0734,-23.2122
9,-17.525,22.3582
3,99.6173,5.65309
2,32.9382,95.1475
7,-38.5491,70.819
3,65.1511,-2.0769
6,28.9805,-67.2288
3,99.2553,-1.02016
6,8.91445,-55.869
8,45.7477,2.88015
8,18.3734,28.3032
3,65.6011,-16.5902
7,-40.1537,84.2848
0,-31.3448,-86.7974
9,-36.1275,34.257
2,66.93,62.1873
7,5.89514,39.7551
9,-44.8313,37.1164
0,-51.1381,-74.5669
5,15.7043,-27.8052
4,-48.7324,-9.95028
5,49.6468,-46.4166
8,40.6843,24.6963
4,-38.8227,-6.50922
3,92.4561,-10.02
3,71.6786,-20.4342
1,-84.9818,-32.1902
7,-8.49851,66.1992
8,19.4245,33.8349
9,-27.782,20.8641
7,-18.6702,73.0302
6,38.0869,-61.6153
2,24.4565,92.195
1,-71.8342,52.4175
7,-4.37469,73.7581
0,-37.4946,-57.4715
5,35.4513,-44.8353
6,24.0751,-51.8808
5,39.6899,-47.3054
2,54.6273,52.4306
9,-18.4019,4.45176
5,57.0631,-48.6478
4,-59.3144,17.15
6,12.7178,-93.9043
2,34.5125,94.5911
2,28.9803,82.7578
2,58.021,67.714
9,-40.6483,33.0863
0,-39.949,-83.9888
7,3.03459,40.4831
7,-40.514,81.7284
2,60.0624,49.592
2,27.1971,69.8026
6,40.3312,-68.1959
3,73.2466,3.22109
4,-24.338,-30.9589
2,70.8415,56.6531
0,-14.0367,-72.4446
5,13.0959,-28.7009
9,-38.6589,33.9021
6,7.9739,-109.421
2,60.3964,40.9641
1,-85.424,-39.0549
9,-24.0976,32.832
0,-30.1971,-48.9982
6,16.8716,-83.3589
0,-48.7736,-49.5428
4,-44.4628,14.3533
8,40.0845,-70.9788
4,-45.905,-11.7109
3,81.2317,4.46777
1,-68.9082,43.0172
5,2.95948,-30.5028
4,-34.0071,-26.6158
2,27.0417,66.3412
9,-44.8359,40.4349
5,38.7716,-46.9944
7,-2.85012,77.0712
3,77.0148,22.6059
1,-80.9842,-25.4167
5,33.3256,-36.5709
4,-20.7585,-13.2537
5,11.4387,-28.3844
3,67.6933,-9.93
7,-23.6825,79.2517
3,87.3048,-1.23607
8,30.1133,26.1716
6,13.4313,-77.1039
2,21.2342,88.4442
4,-58.1492,17.1664
6,6.73656,-69.8668
1,-88.301,-35.6922
1,-93.5445,28.338
4,-53.3375,-0.896943
0,-52.9436,-67.8971
0,-38.2397,-56.7939
5,51.0616,-42.0098
8,20.2274,17.1741
6,27.4711,-94.0497
7,4.55063,74.1864
4,-54.2443,-6.19323
2,28.9897,60.3115
8,43.7572,20.8322
0,-45.7479,-46.8197
2,36.5784,76.4499
5,56.9891,-35.0835
4,-62.6583,10.5746
8,19.5838,-0.185101
3,88.9744,24.0546
0,-20.0826,-52.6967
6,34.246,-82.2125
4,-25.5325,-29.0613
8,48.2299,-5.76988
6,16.9066,-48.7851
4,-34.0612,2.73552
1,-85.2042,-18.4203
8,33.9871,0.252581
1,-82.2992,6.83267
5,15.3138,-16.8487
4,-24.1624,-2.27781
9,-12.5803,37.0421
4,-57.7457,-4.42759
3,82.6716,9.47149
2,57.0829,50.378
0,-49.4247,-52.9737
5,41.8421,-49.4407
0,-20.2235,-73.9988
7,0.77885,32.519
9,-35.3197,22.8787
2,52.4113,69.7541
9,-11.5263,25.9403
8,49.37,3.17323
9,-11.4971,26.7611
6,41.5809,-82.7542
5,64.7614,-30.9431
2,28.1636,84.8096
4,-37.2869,-8.23675
4,-35.5527,-26.1907
6,17.6101,-64.2367
4,-62.4787,-8.72984
8,32.1596,16.8348
4,-55.3293,-7.3388
1,-78.5984,-1.588
7,1.81106,77.8098
5,38.306,-30.0948
8,33.5755,27.7429
9,-39.542,41.365
5,41.7062,-41.242
9,-15.9665,-0.68491
3,63.4667,20.5427
2,-9.93295,57.5733
5,26.7396,-37.472
8,33.377,19.844
2,37.7254,66.7073
2,35.8614,83.5278
7,-22.1059,49.3381
2,52.5806,67.785
8,25.691,35.9773
4,-38.2985,4.07031
1,-70.8216,35.8763
9,-2.21626,11.3623
3,67.4832,12.8185
6,30.0441,-82.9652
0,-51.0136,-54.5772
2,24.9704,91.9426
2,44.6835,68.6215
9,-35.5848,28.193
1,-94.3119,-8.4719
2,33.6106,56.0303
7,-29.5829,66.3225
2,47.0066,80.3754
1,-88.1005,40.5873
3,64.5683,7.20234
4,-48.7104,-12.7757
9,-34.1216,29.071
1,-90.5393,30.7449
8,42.6725,22.766
0,-25.1756,-73.3588
2,25.8474,87.1989
2,42.9864,88.2198
3,65.2945,-1.08527
4,-21.6877,-29.7146
1,-72.7165,35.6576
3,97.4894,10.6912
7,-19.4918,48.5905
4,-51.8036,-4.47531
1,-80.7605,30.1485
4,-23.997,-31.8247
1,-82.0885,-11.5238
5,25.2325,-42.1563
9,50.0031,-15.3199
6,4.50985,-73.2181
9,-34.6329,10.7832
0,-25.8055,-55.5047
5,58.2539,-45.2545
7,-31.71,76.3912
6,27.4368,-84.4031
8,46.4558,20.8715
2,55.8789,56.2401
0,-51.4681,-67.6039
7,-9.47115,38.3205
3,65.5283,3.95994
5,28.792,-22.9269
8,40.4108,23.4562
2,68.8377,47.2944
8,30.5798,15.3768
2,28.6207,90.6265
4,-25.063,8.0728
8,-72.5608,-5.08625
5,14.2825,-19.6917
8,42.1213,11.4883
9,-46.0029,25.2293
7,-7.46093,70.3203
1,-75.8599,27.7053
2,58.7415,46.9117
4,-40.3079,-28.2998
5,55.0245,-49.8028
5,62.7248,-31.5173
1,-93.8625,-23.0522
8,32.1532,41.7862
1,-90.2246,-25.9785
4,-29.8081,-9.0981
4,-19.9161,-25.1646
6,15.6982,-59.5909
5,29.907,-39.2861
8,15.0841,8.30579
9,-5.39022,-7.38157
2,48.2062,75.2924
3,96.4447,-14.0643
0,-22.0047,-75.6008
5,24.6898,-32.5601
1,-72.1091,37.4218
4,-24.5186,-1.84837
0,-53.3548,-52.9273
5,13.3335,-29.2748
1,-101.831,3.94691
2,39.7544,57.81
9,-7.90835,-12.0706
2,23.3254,62.2069
4,-60.6785,6.66171
1,-69.2194,-31.4654
6,11.9952,-82.3133
8,30.8683,1.58779
0,-16.1405,-69.6881
4,-52.4767,-17.4578
9,-18.5959,20.1213
0,-50.9596,-60.6189
0,-59.6818,-66.1418
5,53.416,-46.9251
9,-16.869,24.8113
2,72.1144,57.9794
3,84.9025,-9.07172
5,8.51722,-22.8983
9,-45.3758,30.7806
4,-31.2074,3.72225
4,-36.6307,0.746722
3,64.0119,-1.92276
9,-30.9793,20.3271
2,22.8046,58.8493
3,68.9794,3.88854
5,33.4594,-41.7479
6,22.7374,-60.6611
5,-2.7317,-29.2875
2,43.7805,63.6392
7,-9.14736,46.4088
2,47.6131,77.6277
4,-61.9628,-1.1657
2,31.8078,60.98
4,-31.7935,15.3097
7,-84.7696,1.58671
2,48.5318,80.2043
5,-0.115808,-33.8306
3,70.4246,11.8271
7,-39.1619,79.6091
6,26.6632,-100.297
1,-74.7629,-6.23427
0,-36.4321,-74.3853
7,9.3924,47.5765
5,17.2365,-21.0599
4,-63.9348,8.61786
5,8.7258,-26.4512
1,-88.4078,15.3578
6,26.2243,-73.7732
9,-46.1524,38.6297
7,-4.2788,69.6241
1,-77.444,17.8299
6,22.1369,-80.7173
3,69.6104,-15.5682
3,59.9651,-17.8123
1,-91.957,3.63463
2,47.8212,54.0982
2,46.9977,66.9013
0,-45.9522,-81.9399
5,54.3042,-40.304
0,-24.9573,-52.2844
6,7.32241,-84.2021
8,35.3267,-8.83448
3,83.7353,-22.523
6,17.6399,-61.7315
7,-101.022,7.002
7,-31.4999,73.8006
3,62.7447,8.82775
8,43.4641,2.32559
1,-70.9697,52.7232
7,-14.4424,81.2542
9,-43.8939,47.0743
3,77.0492,16.0595
9,-8.75599,-0.0969702
2,41.4439,80.0216
8,36.3343,7.34826
3,95.8553,7.46745
7,-34.7644,68.7239
4,-42.5583,-22.2657
1,51.3704,53.99
2,46.546,87.9007
3,92.9547,-8.65994
6,21.9568,-60.2021
5,-5.97533,-28.1914
0,-32.3367,-62.3599
1,-67.5152,62.1625
8,46.4984,5.1388
6,19.6279,-89.0418
9,-49.0313,33.838
2,55.2277,43.8911
1,-80.5464,37.5028
6,16.659,-67.2576
0,-46.5602,-67.0764
2,25.2412,81.26
8,46.0044,-8.85254
0,-39.9095,-91.4197
8,18.5808,37.0414
8,36.7047,-3.18974
9,-8.0194,-4.43515
1,-71.1867,52.4735
2,25.2669,75.8675
2,-36.5774,78.9096
1,-81.4458,43.9194
4,-30.678,-8.81453
8,46.4318,-8.40857
1,-80.6879,-21.1626
4,-62.5022,0.957685
4,-26.5368,-28.8812
5,35.9917,-34.6742
1,-87.5131,-6.42194
8,14.8777,13.4374
7,-2.77097,34.2676
7,-5.36965,85.9286
9,-23.9009,41.0945
7,-23.7726,83.2202
0,-54.8305,-49.6347
6,22.3172,-55.3992
9,-23.3216,31.113
4,-47.4494,3.80239
5,13.4758,-29.2412
6,29.4082,-71.4745
2,29.4493,53.773
5,43.704,-23.4468
7,-21.9478,85.6745
4,-22.3704,-11.2782
7,-21.0551,49.6095
2,23.8862,66.5919
3,94.6002,10.9935
0,-38.4914,-66.2988
8,39.4105,22.761
4,-62.838,-6.548
8,15.8555,28.0582
0,-20.2013,-54.0931
0,-12.9489,-51.4469
9,0.798017,29.4505
7,-22.35,52.7421
7,11.3415,54.1853
9,-43.53,29.1021
8,52.3999,-12.484
2,55.7815,54.5936
1,-96.7269,27.3078
6,25.2296,-57.0073
5,28.9769,-41.8847
5,30.5399,-34.7855
1,-78.0287,50.861
1,-78.4798,-29.4763
9,-35.4665,44.6423
7,-43.8431,53.4724
7,-25.1997,74.1943
8,14.3302,14.9167
6,28.7228,-71.562
4,-30.9003,-16.5558
7,-9.47057,84.6831
5,28.384,-36.5932
3,65.754,-4.55284
1,-70.3047,62.5112
6,7.86427,-54.9677
4,-63.5581,3.58054
5,58.2487,-48.9917
7,-11.9885,47.643
4,-46.3574,-1.66288
1,-72.703,35.6735
8,41.7275,26.557
3,66.1962,13.9516
5,29.9239,-38.4131
1,-96.8027,-21.7939
7,-29.069,69.9399
1,-72.8855,29.806
1,-68.8656,-25.7465
8,25.2345,29.548
6,11.2587,-100.715
4,-22.2438,-31.3423
3,98.3828,11.7601
8,15.4154,3.24128
3,78.0564,19.9807
1,-102.258,2.7164
2,40.4065,53.6498
8,31.0005,-1.01917
9,-26.2711,37.0
0,-16.0656,-69.6937
9,-20.2679,33.4477
1,-66.0164,53.1275
2,47.1963,63.634
3,61.266,7.82039
3,97.7539,-8.87599
0,-31.7115,-88.0858
3,76.5726,26.481
0,-53.7555,-48.0212
2,43.0061,89.6678
0,-15.496,-56.7405
3,87.3024,25.4115
3,58.5529,-22.9067
8,28.6031,42.5171
3,68.1394,-7.64312
5,42.7525,-31.8199
7,-2.60895,72.8066
0,-10.7164,-64.4151
5,30.0872,-30.6876
9,-29.8322,31.0868
0,-20.2985,-61.8578
5,57.054,-48.637
9,-15.1175,33.3265
1,-79.6903,48.8591
5,22.8362,-23.3158
1,-85.1978,-38.6391
1,-75.0211,46.6365
2,36.3227,63.6824
6,20.9928,-62.5602
5,8.89581,-26.6073
5,15.6041,-17.2963
4,-24.5665,6.63115
5,62.632,-43.2209
1,-82.8181,26.9072
6,6.34431,-105.773
0,-58.6483,-68.4004
2,67.5858,58.8827
2,31.7684,79.196
8,34.6833,21.6666
0,-51.1833,-78.9788
7,-6.21926,52.7591
1,-96.93,-24.9943
0,-24.7467,-68.0251
8,35.8857,28.0899
5,6.63689,-24.9815
6,4.71246,-68.0685
3,85.7889,17.3746
2,35.8996,88.062
9,-47.1792,34.9263
4,-27.5602,5.87996
3,85.9567,-21.4681
6,25.8104,-72.6197
0,-18.1786,-66.9271
3,68.2611,18.691
4,-39.6665,10.2701
1,-92.8881,-32.4285
5,19.5219,-40.2197
9,-2.85992,-8.69553
3,85.9188,25.3488
0,-36.4677,-57.8778
5,-3.00498,-32.5866
0,-14.5858,-71.5894
6,21.652,-85.5724
2,65.555,54.2325
7,-1.89386,50.8735
6,35.2194,-89.2619
6,25.936,-90.4032
6,18.6973,-78.4422
9,-49.6275,51.0458
6,13.7987,-53.7192
7,-22.7782,66.8926
8,24.3876,34.5018
2,65.3969,69.3977
0,-39.7469,-57.4648
6,37.0853,-69.6062
0,-43.1507,-49.5682
8,21.6667,13.4047
9,61.2148,-45.1554
5,0.165287,-33.2218
3,65.9961,5.9089
6,41.8764,-67.6748
7,-2.41612,50.5462
4,-58.66,-1.62838
3,96.3572,-16.2479
9,-25.2227,27.1482
7,-11.5418,37.3541
2,8.54692,61.5561
0,-45.9612,-85.263
4,-43.9781,6.00248
7,-38.8078,71.0356
2,32.9158,69.446
2,55.7599,58.4984
8,39.8536,10.5416
2,27.3042,85.7194
7,-8.6468,39.5107
0,-23.3381,-82.4276
4,-33.8654,-15.9348
0,-27.8416,-66.4005
5,24.4623,-40.6056
2,37.5664,8.52495
8,27.5116,39.2515
7,-21.5312,66.9211
7,-6.7438,55.8559
9,-4.04235,-2.24572
1,-71.8335,50.3376
4,-62.9742,5.15667
0,-25.225,-77.1085
1,-98.3708,5.1998
1,-84.6681,4.54954
2,52.9625,66.5979
3,65.7442,2.31163
6,13.3605,-61.6158
2,57.9134,46.9287
0,-43.0903,-60.6847
6,26.0699,-94.0824
6,7.44899,-85.4946
1,-79.1567,-9.88866
9,-10.9765,22.1743
4,-35.5242,-11.936
5,12.6703,-37.6529
2,26.0806,89.2507
7,-22.246,72.6712
7,-8.17639,75.694
8,27.2975,0.95834
9,-36.79,25.7075
5,40.8368,-20.3015
8,16.9272,30.6501
3,65.0818,-1.00183
8,12.1742,-30.6955
5,17.7726,-20.3455
6,14.1061,-74.321
2,67.0888,64.0167
0,-15.118,-58.4391
9,-6.49675,2.91382
7,8.36955,43.2894
1,-75.0071,-37.396
8,22.6001,-2.58243
2,28.0044,55.2391
6,28.6517,-91.2826
9,-39.9966,43.6386
8,49.5317,23.6885
4,-59.0031,-8.08594
9,2.16058,-9.754
4,-49.606,-4.6418
1,-85.5662,-5.15996
3,70.4431,-3.0212
8,9.87312,12.9121
4,-36.4222,-9.12484
0,-29.7866,-79.642
7,-7.59885,86.7348
7,-24.9965,74.1344
3,77.2815,12.4398
7,-22.1439,83.8648
6,11.5798,-62.0467
6,28.5868,-66.4561
8,31.6856,13.9051
8,26.6816,23.654
2,42.3641,60.485
7,3.15336,64.427
0,-22.7644,-82.3652
4,-53.2234,-11.03
3,76.4741,-19.6625
7,21.5558,80.9004
7,-13.0422,66.9467
0,-20.8313,-68.8414
8,16.4987,19.0648
4,-46.1164,-23.8239
7,-22.3815,85.9319
4,-19.1621,-10.4459
0,-60.5884,-62.0172
6,4.28002,-61.4939
9,-18.1323,35.5273
8,25.7522,34.1431
6,23.5664,-57.3094
0,-19.9475,-44.1672
1,26.6509,23.5304
6,14.4066,-91.7023
4,-59.2882,9.92424
5,53.6074,-46.8009
2,35.5231,52.7069
7,3.8894,74.8244
3,72.4419,-15.6756
6,16.4701,-66.3477
2,28.3697,55.7815
2,59.486,44.9162
9,-8.5582,-0.854511
2,59.6937,39.3785
7,-18.6182,77.0068
4,-26.0549,-11.1003
8,32.5112,7.62908
7,3.55887,64.0542
2,38.9529,77.1457
9,-32.7789,19.6785
5,38.922,-19.8855
3,5.32374,9.88874
4,-40.753,-23.752
8,17.0748,39.4288
0,-41.4836,-68.6654
4,-33.0613,-10.7691
4,-20.9437,-16.6247
6,11.1596,-98.1577
5,39.0819,-27.2735
6,2.91951,-80.2938
1,-70.8029,61.0573
2,60.7212,57.3571
2,37.5316,63.8928
8,72.4533,-34.7536
4,-49.3158,-21.2417
5,17.927,-36.3825
7,-6.15068,75.135
8,34.36,23.0983
0,-43.4401,-84.5729
6,17.3169,-66.9193
8,18.3653,23.5385
9,-16.707,11.3179
1,-78.4791,44.3931
7,0.330035,83.2018
7,-3.15592,40.4814
2,36.8042,61.447
6,8.84681,-77.1346
3,64.0637,7.96013
9,-21.2924,18.8985
9,-34.5517,25.1896
1,-77.2344,-22.8468
0,-48.6861,-54.8273
4,-44.2185,12.0572
2,64.2543,58.1765
5,0.0918043,-26.7202
4,-28.8337,-1.7116
4,-58.6076,-8.10773
9,-6.26158,19.1312
2,58.2837,67.5187
6,14.7776,-106.824
7,-34.955,49.4373
2,33.5077,55.7986
8,43.0783,-10.2881
3,70.5669,-17.6914
3,84.3366,-15.3129
2,44.576,88.4283
7,-19.5802,76.3271
0,-48.1976,-59.9154
4,-52.4884,6.78457
7,-26.0009,55.1096
0,-17.1902,-49.7673
7,-24.2549,80.708
7,-31.4308,87.2151
8,46.9756,7.80084
1,-88.2659,-35.7769
7,9.13529,47.5092
3,61.3792,-8.82118
7,-11.2207,85.7507
8,29.8833,37.2932
0,-42.3675,-68.6856
1,-70.7003,-23.252
0,-46.7683,-62.7589
2,26.6627,82.5229
9,-10.2278,18.9392
7,-9.67899,86.3337
6,10.8543,-81.6828
2,23.9831,66.7709
2,34.0107,90.8661
6,30.1025,-68.7524
9,-40.6995,30.3732
0,-29.7001,-69.3391
6,21.6285,-50.5573
8,29.9802,33.1367
8,37.1611,10.2368
9,-45.7748,47.869
6,7.23844,-105.274
3,88.4199,6.15757
5,56.7087,-47.8814
0,-47.4589,-83.5086
2,26.1272,65.4739
2,45.3028,61.8418
5,7.77608,-20.7674
9,-22.47,27.2391
6,8.4028,-66.5849
4,-21.5312,-9.26908
1,-93.58,-27.54
5,-5.4736,-28.3313
1,-96.53,-16.6939
7,-29.9673,64.1693
4,-4.00805,20.3292
8,29.4077,-4.68773
9,-14.9773,8.44541
5,9.65431,-30.1582
7,0.522672,69.3728
4,-38.7876,-5.54741
7,-8.64843,82.8611
2,18.8023,89.4792
2,16.1161,30.9444
1,-73.9646,41.3802
4,-29.1875,-3.08816
8,42.1959,-6.37043
8,20.2368,28.5304
6,18.7503,-64.237
2,62.0797,68.4283
2,56.6661,60.4791
2,47.1607,43.5136
6,31.1628,-67.5993
7,-21.7915,52.4778
8,24.38,22.3866
1,-93.0717,-24.2167
8,42.627,-7.55591
8,23.5966,27.6973
1,-88.8753,15.8833
9,-11.9116,13.5471
0,-23.0983,-45.0602
7,-13.1969,52.504
9,-53.6608,34.4904
6,26.574,-73.1066
6,16.2179,-57.4825
8,22.2705,6.21789
2,35.6787,60.6158
3,89.0302,24.4675
5,17.9799,-37.4272
4,-42.0397,-8.0279
5,28.3719,-37.9624
4,-54.9521,0.697991
1,-92.1131,-19.5133
3,71.8067,3.0457
7,-19.6333,82.2042
1,-71.3046,30.1483
5,6.49391,-34.4565
0,-55.3189,-50.3856
0,-38.8905,-50.0683
8,19.4059,12.6476
5,26.453,-28.0511
3,-5.45222,-36.436
7,-9.8907,87.6167
6,2.12355,-68.2644
8,30.0818,2.75465
2,39.7923,67.1582
8,52.4861,15.3175
4,-47.9922,11.7032
2,62.2901,47.2685
3,84.6387,-16.7501
6,5.12054,-60.5399
2,18.3033,53.1961
8,28.3505,36.8226
7,7.77959,32.3921
2,33.6749,55.5304
4,-49.8644,13.3603
7,-27.0142,55.5673
3,90.8947,-9.96149
4,-33.5584,-16.455
4,-49.2142,6.35925
5,-2.36078,-24.8319
4,-52.4888,11.9565
8,38.9461,0.912389
3,80.6764,18.3825
1,-68.0444,60.3883
5,8.29007,-28.2081
1,-77.5141,51.9644
0,-26.3223,-75.745
2,33.5026,91.5039
2,40.9726,69.1017
2,45.4977,55.2634
9,-30.9291,25.6223
5,65.4893,-31.7682
9,-31.0222,10.2028
6,32.4879,-69.1203
6,3.01872,-80.3476
9,-13.1419,23.0293
4,-30.4876,-29.3719
1,-95.3223,-19.584
7,-37.272,53.5423
2,42.3065,68.6552
2,62.357,48.2818
0,-45.783,-77.4664
7,-14.3083,48.9344
0,-28.2848,-47.4175
6,20.3481,-99.0169
