,label,x,y
69,0,119.71096,68.74340000000001
70,3,207.95319999999998,146.256
71,9,106.491,159.8871
72,6,136.25165,22.459999999999994
73,2,151.3664,200.64960000000002
74,6,143.9813,77.055
75,4,64.3985,131.93101
76,7,111.6968,168.8594
77,1,32.9281,120.45824999999999
78,4,85.8301,108.8817
79,1,47.7097,143.5066
80,5,126.86905,95.0122
81,4,79.4162,130.94928
82,8,172.135,158.4746
83,9,98.5154,167.10309999999998
84,2,173.353,191.8952
85,9,124.96545,144.6992
86,9,92.5626,163.3218
87,8,166.3405,120.3553
88,9,103.127,145.4018
89,6,129.57068,23.897999999999996
90,3,195.3877,101.6469
91,6,135.50389,55.3241
92,4,95.5305,123.28362
93,6,162.06560000000002,46.8523
94,2,154.6126,193.40300000000002
95,9,92.7308,177.3509
96,1,43.001900000000006,137.82972
97,2,167.618,195.7389
98,0,78.9584,81.5224
99,5,181.4168,81.8339
100,9,84.61529999999999,153.3844
101,2,192.3404,173.29
102,7,108.381,211.7689
103,7,117.4344,181.6336
104,2,149.5993,216.2962
105,8,150.9075,156.1508
106,8,159.7651,150.1351
107,5,189.9719,89.5179
108,0,110.7916,57.723699999999994
109,6,141.7476,57.1293
110,0,78.9051,56.445800000000006
111,0,109.9977,78.37950000000001
112,2,169.1442,191.9763
113,9,129.16612,132.26423
114,0,87.4661,67.245
115,4,106.7877,105.3098
116,7,101.07679999999999,216.91750000000002
117,7,89.8418,199.6597
118,1,33.855900000000005,108.9962
119,5,173.6295,93.0841
120,7,134.07008,163.8439
121,9,78.3668,162.7905
122,4,74.9166,116.89959999999999
123,6,149.2388,33.1562
124,1,55.1208,187.0545
125,5,180.11079999999998,110.9236
126,7,105.7328,190.346
127,6,170.4078,49.932
128,5,137.28927,86.2315
129,0,91.1602,64.6414
130,4,87.49889999999999,99.7034
131,8,148.3293,124.09005
132,7,86.1323,202.5154
133,6,167.0926,62.123599999999996
134,1,49.104600000000005,168.9874
135,8,164.1174,156.5831
136,7,119.80163,179.8938
137,3,213.0039,115.1122
138,7,130.79897,173.8973
139,3,197.06959999999998,134.5455
140,1,32.9911,111.7689
141,0,74.3036,66.9872
142,3,196.8318,139.98
143,4,64.6317,139.4248
144,5,133.71292,101.0012
145,4,64.5783,131.26417
146,0,105.4865,76.2723
147,5,144.6643,89.52170000000001
148,4,62.047799999999995,138.48930000000001
149,0,78.7881,79.5539
150,3,213.5999,110.1803
151,5,140.7782,93.2491
152,1,44.8656,163.3096
153,0,97.22970000000001,61.141000000000005
154,8,147.9846,148.0717
155,3,202.26659999999998,123.15011
156,7,112.46809999999999,217.29149999999998
157,0,94.83760000000001,75.1714
158,9,126.34607,141.76670000000001
159,6,139.4725,36.766400000000004
160,6,147.9066,65.7707
161,9,99.4791,166.086
162,5,131.34214,96.3141
163,4,78.37989999999999,116.6371
164,6,149.0327,77.4165
165,9,111.2852,159.4934
166,3,195.5429,146.3127
167,5,176.4821,92.41839999999999
168,4,102.8629,98.3817
169,2,167.6292,213.62529999999998
170,4,60.668400000000005,136.84717
171,8,156.9903,128.521757
172,7,90.1776,209.7197
173,7,104.0005,182.3004
174,5,138.6247,94.3121
175,8,156.6615,128.421651
176,8,170.4028,119.35222
177,8,165.2739,164.6473
178,2,173.18630000000002,191.615
179,6,138.3201,20.302000000000007
180,9,97.76689999999999,155.3596
181,3,210.8467,106.9976
182,1,56.700500000000005,158.0876
183,0,75.6572,46.1408
184,4,69.27369999999999,126.72743
185,1,59.97580000000001,172.45069999999998
186,5,149.6816,99.5178
187,9,97.4749,146.7209
188,0,93.34870000000001,74.58840000000001
189,6,146.6613,34.346999999999994
190,2,178.7152,199.12869999999998
191,1,132.40352000000001,143.1859
192,3,113.7916,178.031
193,0,116.0403,56.7689
194,6,169.8775,48.741299999999995
195,0,73.55279999999999,74.59440000000001
196,0,114.07130000000001,53.338800000000006
197,8,154.2906,116.0541
198,3,191.9603,115.3467
199,2,181.5123,204.1713
200,0,108.8586,58.0981
201,0,115.6041,77.9815
202,6,141.1099,55.388000000000005
203,0,83.2199,47.7692
204,0,72.7074,60.540400000000005
205,4,98.6032,100.3823
206,7,122.94212,192.45260000000002
207,2,158.04149999999998,203.8382
208,7,96.66290000000001,207.76069999999999
209,1,43.0248,95.7187
210,9,103.4942,162.7228
211,9,109.4494,163.9678
212,3,213.76600000000002,119.60059
213,9,103.3432,154.8066
214,8,173.9649,124.33649
215,4,105.70830000000001,130.86821
216,6,148.71699999999998,75.03
217,6,137.7842,75.5543
218,5,140.4133,100.7013
219,3,201.80169999999998,125.35867
220,8,149.0682,156.6413
221,1,46.2655,142.3316
222,8,161.6758,133.79805
223,7,118.98196,188.5391
224,1,43.9371,158.3321
225,3,214.0694,112.5295
226,7,131.67701,189.9356
227,6,158.1269,47.417
228,3,221.03019999999998,145.9389
229,6,142.9217,20.061999999999998
230,3,216.277,133.76416
231,6,143.0922,22.417
232,3,219.3827,136.83704
233,2,177.1044,190.1791
234,3,189.4916,139.07920000000001
235,2,153.0278,178.3428
236,2,193.1986,182.4983
237,7,129.53203,165.71620000000001
238,9,113.7736,138.2337
239,2,189.6313,171.7197
240,3,227.3038,143.8493
241,2,160.2892,215.1292
242,7,99.0376,206.71519999999998
243,5,162.9586,87.8886
244,5,130.8511,105.6524
245,8,159.5116,161.7095
246,8,143.7518,128.747086
247,2,186.6601,177.5625
248,0,79.46979999999999,54.05200000000001
249,1,49.391400000000004,181.3914
250,4,67.5801,116.7904
251,0,118.78004,74.0347
252,6,133.32889,25.745999999999995
253,3,206.1813,109.4341
254,7,115.0029,178.7169
255,1,51.9507,178.5014
256,1,34.816100000000006,96.01310000000001
257,1,49.3912,149.0648
258,4,81.9113,116.1382
259,7,124.12432,198.1907
260,0,99.7226,46.09310000000001
261,2,184.9918,186.16559999999998
262,9,112.9903,153.4387
263,2,190.5764,174.8329
264,0,83.9127,60.680800000000005
265,5,146.6562,88.1271
266,6,133.78738,57.845
267,0,105.5351,64.9322
268,8,163.5649,134.49384
269,9,127.540506,120.2029
270,6,137.65014,47.5316
271,2,194.1216,182.07330000000002
272,0,96.2861,45.348200000000006
273,0,114.1873,53.721999999999994
274,7,123.84391,189.05169999999998
275,2,175.89159999999998,206.8594
276,0,96.6214,58.373099999999994
277,4,87.5818,101.3107
278,2,186.0274,169.2012
279,0,106.1657,54.9911
280,9,119.14054,139.7174
281,1,56.70140000000001,156.9865
282,6,162.9093,37.683400000000006
283,9,111.9455,147.64170000000001
284,3,184.5808,109.3506
285,0,89.17580000000001,42.366
286,0,84.6174,47.9962
287,2,186.9092,176.9283
288,0,85.8091,46.3934
289,6,157.5151,56.6118
290,8,149.8135,148.5974
291,4,68.89840000000001,130.03255
292,0,112.9665,60.952299999999994
293,7,106.7441,179.9144
294,2,161.6323,179.2129
295,1,46.4708,92.551
296,9,91.8524,156.5399
297,5,183.68880000000001,98.7443
298,2,174.0894,215.8478
299,4,108.4162,117.4833
300,8,165.9446,143.1207
301,5,162.699,99.627
302,2,159.3373,212.64690000000002
303,9,121.7527,133.44968
304,7,106.8522,200.43189999999998
305,9,77.64670000000001,172.2913
306,2,156.0694,187.5017
307,9,116.482,141.995
308,7,121.18477,165.564
309,4,98.92660000000001,104.7878
310,9,110.475,150.3582
311,3,227.6173,133.65309
312,2,160.9382,223.14749999999998
313,7,89.45089999999999,198.81900000000002
314,3,193.15109999999999,125.9231
315,6,156.9805,60.77119999999999
316,3,227.2553,126.97984
317,6,136.91445,72.131
318,8,173.7477,130.88015
319,8,146.3734,156.3032
320,3,193.6011,111.4098
321,7,87.8463,212.28480000000002
322,0,96.65520000000001,41.202600000000004
323,9,91.8725,162.257
324,2,194.93,190.1873
325,7,133.89514,167.7551
326,9,83.1687,165.1164
327,0,76.86189999999999,53.433099999999996
328,5,143.7043,100.1948
329,4,79.2676,118.04972000000001
330,5,177.64679999999998,81.5834
331,8,168.6843,152.6963
332,4,89.1773,121.49078
333,3,220.4561,117.98
334,3,199.67860000000002,107.5658
335,1,43.01819999999999,95.8098
336,7,119.50149,194.19920000000002
337,8,147.4245,161.8349
338,9,100.218,148.8641
339,7,109.3298,201.03019999999998
340,6,166.0869,66.38470000000001
341,2,152.4565,220.195
342,1,56.165800000000004,180.4175
343,7,123.62531,201.7581
344,0,90.50540000000001,70.52850000000001
345,5,163.4513,83.16470000000001
346,6,152.0751,76.1192
347,5,167.6899,80.69460000000001
348,2,182.6273,180.4306
349,9,109.5981,132.45176
350,5,185.0631,79.35220000000001
351,4,68.6856,145.15
352,6,140.7178,34.095699999999994
353,2,162.5125,222.59109999999998
354,2,156.9803,210.7578
355,2,186.02100000000002,195.714
356,9,87.3517,161.0863
357,0,88.051,44.0112
358,7,131.03459,168.4831
359,7,87.48599999999999,209.7284
360,2,188.0624,177.59199999999998
361,2,155.1971,197.80259999999998
362,6,168.3312,59.804100000000005
363,3,201.2466,131.22109
364,4,103.662,97.0411
365,2,198.8415,184.6531
366,0,113.9633,55.555400000000006
367,5,141.0959,99.2991
368,9,89.3411,161.9021
369,6,135.97390000000001,18.578999999999994
370,2,188.3964,168.9641
371,1,42.57599999999999,88.9451
372,9,103.9024,160.832
373,0,97.8029,79.0018
374,6,144.8716,44.641099999999994
375,0,79.2264,78.4572
376,4,83.5372,142.3533
377,8,168.0845,57.02119999999999
378,4,82.095,116.2891
379,3,209.2317,132.46777
380,1,59.091800000000006,171.0172
381,5,130.95948,97.49719999999999
382,4,93.99289999999999,101.38419999999999
383,2,155.0417,194.34120000000001
384,9,83.16409999999999,168.4349
385,5,166.7716,81.0056
386,7,125.14988,205.0712
387,3,205.01479999999998,150.6059
388,1,47.0158,102.58330000000001
389,5,161.3256,91.4291
390,4,107.2415,114.7463
391,5,139.4387,99.6156
392,3,195.6933,118.07
393,7,104.3175,207.2517
394,3,215.3048,126.76393
395,8,158.1133,154.1716
396,6,141.4313,50.896100000000004
397,2,149.2342,216.4442
398,4,69.85079999999999,145.1664
399,6,134.73656,58.1332
400,1,39.699,92.3078
401,1,34.4555,156.338
402,4,74.6625,127.103057
403,0,75.0564,60.102900000000005
404,0,89.7603,71.20609999999999
405,5,179.0616,85.9902
406,8,148.2274,145.1741
407,6,155.4711,33.9503
408,7,132.55063,202.1864
409,4,73.75569999999999,121.80677
410,2,156.9897,188.3115
411,8,171.7572,148.8322
412,0,82.2521,81.1803
413,2,164.5784,204.4499
414,5,184.9891,92.9165
415,4,65.3417,138.5746
416,8,147.5838,127.814899
417,3,216.9744,152.0546
418,0,107.9174,75.30330000000001
419,6,162.246,45.787499999999994
420,4,102.4675,98.9387
421,8,176.2299,122.23012
422,6,144.9066,79.2149
423,4,93.9388,130.73552
424,1,42.7958,109.5797
425,8,161.9871,128.252581
426,1,45.7008,134.83267
427,5,143.31380000000001,111.15129999999999
428,4,103.8376,125.72219
429,9,115.4197,165.0421
430,4,70.2543,123.57241
431,3,210.6716,137.47149
432,2,185.0829,178.378
433,0,78.5753,75.02629999999999
434,5,169.84210000000002,78.55930000000001
435,0,107.7765,54.0012
436,7,128.77885,160.519
437,9,92.6803,150.8787
438,2,180.41129999999998,197.7541
439,9,116.4737,153.9403
440,8,177.37,131.17323
441,9,116.5029,154.7611
442,6,169.58089999999999,45.2458
443,5,192.76139999999998,97.0569
444,2,156.1636,212.8096
445,4,90.7131,119.76325
446,4,92.4473,101.80930000000001
447,6,145.6101,63.7633
448,4,65.5213,119.27016
449,8,160.1596,144.8348
450,4,72.6707,120.6612
451,1,49.4016,126.412
452,7,129.81106,205.8098
453,5,166.30599999999998,97.90520000000001
454,8,161.5755,155.7429
455,9,88.458,169.365
456,5,169.7062,86.75800000000001
457,9,112.0335,127.31509
458,3,191.4667,148.5427
459,2,118.06705,185.57330000000002
460,5,154.7396,90.52799999999999
461,8,161.377,147.844
462,2,165.7254,194.7073
463,2,163.8614,211.5278
464,7,105.89410000000001,177.3381
465,2,180.5806,195.785
466,8,153.691,163.9773
467,4,89.70150000000001,132.07031
468,1,57.178399999999996,163.87630000000001
469,9,125.78374,139.3623
470,3,195.4832,140.8185
471,6,158.04410000000001,45.034800000000004
472,0,76.9864,73.4228
473,2,152.9704,219.9426
474,2,172.6835,196.6215
475,9,92.4152,156.193
476,1,33.688100000000006,119.5281
477,2,161.6106,184.0303
478,7,98.4171,194.3225
479,2,175.0066,208.3754
480,1,39.8995,168.5873
481,3,192.5683,135.20234
482,4,79.28960000000001,115.2243
483,9,93.8784,157.071
484,1,37.4607,158.7449
485,8,170.6725,150.766
486,0,102.8244,54.6412
487,2,153.8474,215.19889999999998
488,2,170.9864,216.21980000000002
489,3,193.2945,126.91473
490,4,106.3123,98.2854
491,1,55.283500000000004,163.6576
492,3,225.4894,138.6912
493,7,108.5082,176.5905
494,4,76.1964,123.52468999999999
495,1,47.23950000000001,158.1485
496,4,104.003,96.1753
497,1,45.911500000000004,116.4762
498,5,153.23250000000002,85.8437
499,9,178.00310000000002,112.6801
500,6,132.50985,54.78189999999999
501,9,93.3671,138.7832
502,0,102.1945,72.4953
503,5,186.2539,82.74549999999999
504,7,96.28999999999999,204.3912
505,6,155.4368,43.596900000000005
506,8,174.4558,148.8715
507,2,183.8789,184.24009999999998
508,0,76.53190000000001,60.396100000000004
509,7,118.52885,166.3205
510,3,193.5283,131.95994
511,5,156.792,105.0731
512,8,168.4108,151.4562
513,2,196.83769999999998,175.2944
514,8,158.5798,143.3768
515,2,156.6207,218.6265
516,4,102.937,136.0728
517,8,55.4392,122.91375
518,5,142.2825,108.3083
519,8,170.1213,139.4883
520,9,81.9971,153.2293
521,7,120.53907,198.3203
522,1,52.140100000000004,155.7053
523,2,186.7415,174.9117
524,4,87.69210000000001,99.7002
525,5,183.0245,78.19720000000001
526,5,190.72480000000002,96.4827
527,1,34.1375,104.9478
528,8,160.1532,169.7862
529,1,37.775400000000005,102.0215
530,4,98.1919,118.9019
531,4,108.0839,102.83539999999999
532,6,143.69819999999999,68.4091
533,5,157.907,88.7139
534,8,143.0841,136.30579
535,9,122.60978,120.61843
536,2,176.2062,203.2924
537,3,224.4447,113.9357
538,0,105.9953,52.39919999999999
539,5,152.6898,95.4399
540,1,55.8909,165.4218
541,4,103.48140000000001,126.15163
542,0,74.6452,75.0727
543,5,141.33350000000002,98.7252
544,1,26.168999999999997,131.94691
545,2,167.7544,185.81
546,9,120.09165,115.9294
547,2,151.3254,190.2069
548,4,67.3215,134.66171
549,1,58.78060000000001,96.5346
550,6,139.9952,45.6867
551,8,158.8683,129.58779
552,0,111.8595,58.311899999999994
553,4,75.5233,110.54220000000001
554,9,109.4041,148.1213
555,0,77.0404,67.3811
556,0,68.31819999999999,61.8582
557,5,181.416,81.0749
558,9,111.131,152.8113
559,2,200.1144,185.9794
560,3,212.9025,118.92828
561,5,136.51722,105.1017
562,9,82.6242,158.7806
563,4,96.7926,131.72225
564,4,91.36930000000001,128.746722
565,3,192.0119,126.07724
566,9,97.0207,148.3271
567,2,150.8046,186.8493
568,3,196.9794,131.88854
569,5,161.45940000000002,86.2521
570,6,150.7374,67.3389
571,5,125.2683,98.7125
572,2,171.78050000000002,191.63920000000002
573,7,118.85264,174.40879999999999
574,2,175.6131,205.6277
575,4,66.0372,126.8343
576,2,159.8078,188.98
577,4,96.2065,143.3097
578,7,43.2304,129.58671
579,2,176.5318,208.2043
580,5,127.884192,94.1694
581,3,198.4246,139.8271
582,7,88.8381,207.6091
583,6,154.6632,27.703000000000003
584,1,53.2371,121.76573
585,0,91.56790000000001,53.6147
586,7,137.3924,175.5765
587,5,145.2365,106.9401
588,4,64.0652,136.61786
589,5,136.7258,101.5488
590,1,39.592200000000005,143.3578
591,6,154.2243,54.2268
592,9,81.8476,166.6297
593,7,123.7212,197.6241
594,1,50.556,145.8299
595,6,150.1369,47.282700000000006
596,3,197.6104,112.4318
597,3,187.9651,110.1877
598,1,36.043000000000006,131.63463
599,2,175.8212,182.0982
600,2,174.9977,194.9013
601,0,82.0478,46.060100000000006
602,5,182.3042,87.696
603,0,103.0427,75.7156
604,6,135.32241,43.7979
605,8,163.32670000000002,119.16552
606,3,211.7353,105.477
607,6,145.6399,66.2685
608,7,26.977999999999994,135.002
609,7,96.5001,201.8006
610,3,190.7447,136.82775
611,8,171.4641,130.32559
612,1,57.0303,180.7232
613,7,113.55760000000001,209.2542
614,9,84.1061,175.0743
615,3,205.04919999999998,144.0595
616,9,119.24401,127.9030298
617,2,169.44389999999999,208.0216
618,8,164.33429999999998,135.34826
619,3,223.8553,135.46745
620,7,93.2356,196.72390000000001
621,4,85.4417,105.7343
622,1,179.3704,181.99
623,2,174.546,215.9007
624,3,220.9547,119.34006
625,6,149.9568,67.7979
626,5,122.02467,99.8086
627,0,95.66329999999999,65.64009999999999
628,1,60.48480000000001,190.1625
629,8,174.4984,133.1388
630,6,147.6279,38.958200000000005
631,9,78.9687,161.838
632,2,183.2277,171.8911
633,1,47.453599999999994,165.5028
634,6,144.659,60.7424
635,0,81.43979999999999,60.92359999999999
636,2,153.2412,209.26
637,8,174.0044,119.14746
638,0,88.09049999999999,36.580299999999994
639,8,146.5808,165.0414
640,8,164.7047,124.81026
641,9,119.9806,123.56485
642,1,56.8133,180.4735
643,2,153.2669,203.8675
644,2,91.4226,206.9096
645,1,46.554199999999994,171.9194
646,4,97.322,119.18547
647,8,174.4318,119.59143
648,1,47.3121,106.8374
649,4,65.4978,128.957685
650,4,101.4632,99.1188
651,5,163.9917,93.3258
652,1,40.486900000000006,121.57806
653,8,142.8777,141.4374
654,7,125.22903,162.26760000000002
655,7,122.63034999999999,213.92860000000002
656,9,104.09909999999999,169.09449999999998
657,7,104.2274,211.2202
658,0,73.1695,78.36529999999999
659,6,150.3172,72.60079999999999
660,9,104.6784,159.113
661,4,80.5506,131.80239
662,5,141.4758,98.75880000000001
663,6,157.4082,56.525499999999994
664,2,157.4493,181.773
665,5,171.704,104.5532
666,7,106.0522,213.6745
667,4,105.6296,116.7218
668,7,106.9449,177.6095
669,2,151.8862,194.5919
670,3,222.6002,138.9935
671,0,89.5086,61.7012
672,8,167.4105,150.761
673,4,65.162,121.452
674,8,143.8555,156.0582
675,0,107.7987,73.90690000000001
676,0,115.0511,76.5531
677,9,128.798017,157.4505
678,7,105.65,180.7421
679,7,139.3415,182.18529999999998
680,9,84.47,157.1021
681,8,180.3999,115.516
682,2,183.7815,182.5936
683,1,31.2731,155.3078
684,6,153.2296,70.9927
685,5,156.9769,86.11529999999999
686,5,158.5399,93.2145
687,1,49.9713,178.861
688,1,49.5202,98.5237
689,9,92.5335,172.6423
690,7,84.15690000000001,181.4724
691,7,102.8003,202.1943
692,8,142.3302,142.9167
693,6,156.7228,56.438
694,4,97.0997,111.4442
695,7,118.52943,212.6831
696,5,156.38400000000001,91.4068
697,3,193.75400000000002,123.44716
698,1,57.6953,190.5112
699,6,135.86427,73.03229999999999
700,4,64.4419,131.58054
701,5,186.24869999999999,79.00829999999999
702,7,116.0115,175.643
703,4,81.6426,126.33712
704,1,55.297,163.6735
705,8,169.7275,154.557
706,3,194.1962,141.95159999999998
707,5,157.9239,89.5869
708,1,31.1973,106.20609999999999
709,7,98.931,197.9399
710,1,55.11450000000001,157.806
711,1,59.1344,102.2535
712,8,153.2345,157.548
713,6,139.2587,27.284999999999997
714,4,105.7562,96.6577
715,3,226.3828,139.7601
716,8,143.4154,131.24128
717,3,206.0564,147.9807
718,1,25.742000000000004,130.7164
719,2,168.4065,181.6498
720,8,159.0005,126.98083
721,9,101.7289,165.0
722,0,111.9344,58.30629999999999
723,9,107.7321,161.4477
724,1,61.983599999999996,181.1275
725,2,175.1963,191.63400000000001
726,3,189.266,135.82039
727,3,225.7539,119.12401
728,0,96.2885,39.914199999999994
729,3,204.5726,154.481
730,0,74.2445,79.9788
731,2,171.0061,217.6678
732,0,112.504,71.2595
733,3,215.3024,153.4115
734,3,186.5529,105.0933
735,8,156.6031,170.5171
736,3,196.1394,120.35688
737,5,170.7525,96.1801
738,7,125.39105,200.8066
739,0,117.2836,63.584900000000005
740,5,158.0872,97.3124
741,9,98.1678,159.0868
742,0,107.7015,66.1422
743,5,185.054,79.363
744,9,112.8825,161.3265
745,1,48.30970000000001,176.8591
746,5,150.8362,104.6842
747,1,42.8022,89.3609
748,1,52.978899999999996,174.6365
749,2,164.3227,191.6824
750,6,148.9928,65.43979999999999
751,5,136.89581,101.3927
752,5,143.6041,110.7037
753,4,103.4335,134.63115
754,5,190.632,84.7791
755,1,45.1819,154.9072
756,6,134.34431,22.227000000000004
757,0,69.3517,59.599599999999995
758,2,195.5858,186.8827
759,2,159.76839999999999,207.196
760,8,162.6833,149.6666
761,0,76.8167,49.02119999999999
762,7,121.78074,180.7591
763,1,31.069999999999993,103.0057
764,0,103.2533,59.974900000000005
765,8,163.88569999999999,156.0899
766,5,134.63689,103.0185
767,6,132.71246,59.9315
768,3,213.7889,145.3746
769,2,163.8996,216.062
770,9,80.82079999999999,162.9263
771,4,100.4398,133.87996
772,3,213.9567,106.53190000000001
773,6,153.81040000000002,55.380300000000005
774,0,109.8214,61.072900000000004
775,3,196.2611,146.691
776,4,88.3335,138.2701
777,1,35.111900000000006,95.5715
778,5,147.5219,87.7803
779,9,125.14008,119.30447
780,3,213.9188,153.3488
781,0,91.53229999999999,70.12219999999999
782,5,124.99502,95.4134
783,0,113.4142,56.4106
784,6,149.652,42.4276
785,2,193.555,182.23250000000002
786,7,126.10614,178.8735
787,6,163.2194,38.7381
788,6,153.936,37.5968
789,6,146.69729999999998,49.5578
790,9,78.3725,179.04579999999999
791,6,141.7987,74.2808
792,7,105.2218,194.89260000000002
793,8,152.3876,162.5018
794,2,193.39690000000002,197.3977
795,0,88.2531,70.5352
796,6,165.0853,58.3938
797,0,84.8493,78.43180000000001
798,8,149.6667,141.4047
799,9,189.2148,82.8446
800,5,128.165287,94.7782
801,3,193.9961,133.9089
802,6,169.8764,60.325199999999995
803,7,125.58388,178.5462
804,4,69.34,126.37162000000001
805,3,224.3572,111.7521
806,9,102.7773,155.1482
807,7,116.4582,165.35410000000002
808,2,136.54692,189.55610000000001
809,0,82.03880000000001,42.736999999999995
810,4,84.0219,134.00248
811,7,89.1922,199.0356
812,2,160.9158,197.446
813,2,183.75990000000002,186.4984
814,8,167.8536,138.5416
815,2,155.3042,213.7194
816,7,119.3532,167.51069999999999
817,0,104.6619,45.5724
818,4,94.1346,112.0652
819,0,100.1584,61.599500000000006
820,5,152.4623,87.39439999999999
821,2,165.5664,136.52495
822,8,155.5116,167.2515
823,7,106.4688,194.9211
824,7,121.2562,183.8559
825,9,123.95765,125.75428
826,1,56.1665,178.3376
827,4,65.0258,133.15667
828,0,102.775,50.89149999999999
829,1,29.629199999999997,133.1998
830,1,43.331900000000005,132.54954
831,2,180.9625,194.59789999999998
832,3,193.7442,130.31163
833,6,141.3605,66.38419999999999
834,2,185.9134,174.9287
835,0,84.9097,67.31530000000001
836,6,154.0699,33.91759999999999
837,6,135.44899,42.505399999999995
838,1,48.8433,118.11134
839,9,117.0235,150.1743
840,4,92.47579999999999,116.064
841,5,140.6703,90.3471
842,2,154.0806,217.2507
843,7,105.754,200.6712
844,7,119.82361,203.69400000000002
845,8,155.2975,128.95834
846,9,91.21000000000001,153.7075
847,5,168.83679999999998,107.6985
848,8,144.9272,158.6501
849,3,193.0818,126.99817
850,8,140.1742,97.3045
851,5,145.7726,107.6545
852,6,142.1061,53.679
853,2,195.0888,192.01670000000001
854,0,112.882,69.5609
855,9,121.50325,130.91382
856,7,136.36955,171.2894
857,1,52.992900000000006,90.604
858,8,150.6001,125.41757
859,2,156.0044,183.2391
860,6,156.6517,36.7174
861,9,88.0034,171.6386
862,8,177.5317,151.6885
863,4,68.9969,119.91406
864,9,130.16058,118.246
865,4,78.394,123.3582
866,1,42.433800000000005,122.84004
867,3,198.44310000000002,124.9788
868,8,137.87312,140.9121
869,4,91.5778,118.87516
870,0,98.21340000000001,48.358000000000004
871,7,120.40115,214.7348
872,7,103.0035,202.1344
873,3,205.2815,140.4398
874,7,105.8561,211.8648
875,6,139.5798,65.9533
876,6,156.5868,61.543899999999994
877,8,159.6856,141.9051
878,8,154.6816,151.654
879,2,170.3641,188.485
880,7,131.15336,192.42700000000002
881,0,105.2356,45.6348
882,4,74.7766,116.97
883,3,204.47410000000002,108.3375
884,7,149.5558,208.9004
885,7,114.9578,194.94670000000002
886,0,107.1687,59.15860000000001
887,8,144.49869999999999,147.0648
888,4,81.8836,104.1761
889,7,105.6185,213.93189999999998
890,4,108.8379,117.5541
891,0,67.41159999999999,65.9828
892,6,132.28002,66.5061
893,9,109.8677,163.5273
894,8,153.7522,162.1431
895,6,151.5664,70.6906
896,0,108.0525,83.83279999999999
897,1,154.6509,151.5304
898,6,142.4066,36.297700000000006
899,4,68.7118,137.92424
900,5,181.60739999999998,81.1991
901,2,163.5231,180.7069
902,7,131.8894,202.8244
903,3,200.4419,112.3244
904,6,144.4701,61.6523
905,2,156.3697,183.7815
906,2,187.486,172.9162
907,9,119.4418,127.145489
908,2,187.6937,167.3785
909,7,109.3818,205.0068
910,4,101.9451,116.8997
911,8,160.5112,135.62908
912,7,131.55887,192.05419999999998
913,2,166.9529,205.1457
914,9,95.2211,147.67849999999999
915,5,166.922,108.11449999999999
916,3,133.32374,137.88874
917,4,87.247,104.248
918,8,145.0748,167.4288
919,0,86.5164,59.334599999999995
920,4,94.9387,117.2309
921,4,107.0563,111.3753
922,6,139.1596,29.842299999999994
923,5,167.0819,100.7265
924,6,130.91951,47.706199999999995
925,1,57.197100000000006,189.0573
926,2,188.7212,185.3571
927,2,165.5316,191.8928
928,8,200.4533,93.2464
929,4,78.6842,106.75829999999999
930,5,145.927,91.6175
931,7,121.84932,203.135
932,8,162.36,151.0983
